dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,weapon_used_cd,weapon_desc,status,status_desc,crm_cd_1,location,lat,lon,crm_cd_2,cross_street
200105101,2020-01-16,2020-01-16,1310,01,Central,0124,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0913 0378 0344 2028,51,F,W,403,DRUG STORE,,,IC,Invest Cont,442,200 N  LOS ANGELES                  ST,34.0525,-118.2432,,
200317330,2020-09-14,2020-09-12,2000,03,Southwest,0327,1,480,BIKE - STOLEN,0344 1251 1822,24,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,1200 W  ADAMS                        BL,34.0328,-118.2865,,
200105103,2020-01-16,2020-01-13,0650,01,Central,0111,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 1822 0344,30,F,A,101,STREET,,,IC,Invest Cont,440,600 N  BROADWAY,34.0586,-118.2402,,
200500577,2020-03-10,2020-03-10,1900,05,Harbor,0503,2,888,TRESPASSING,1309 1402,53,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,800 W  255TH                        ST,33.7928,-118.2904,998,
200112245,2020-05-28,2020-05-27,0100,01,Central,0141,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0352 1218 0344,59,M,B,508,FRAT HOUSE/SORORITY/DORMITORY,,,IC,Invest Cont,440,300 S  FIGUEROA                     ST,34.0542,-118.2566,,
201411997,2020-05-14,2020-04-10,1310,14,Pacific,1433,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2040 2041 1906,0,X,X,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,956,1900    WALGROVE                     AV,33.9984,-118.4527,,
200105108,2020-01-16,2020-01-16,0400,01,Central,0135,1,330,BURGLARY FROM VEHICLE,1609 1822 0329 1212 1307 0344,47,M,A,108,PARKING LOT,,,IC,Invest Cont,330,200 S  MAIN                         ST,34.051,-118.2445,,
201200943,2020-10-11,2020-10-11,0001,12,77th Street,1242,1,820,ORAL COPULATION,1258 1251 0531 0512 0500 0432 0913 1402 1415 0558,8,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,6300    6TH                          AV,33.9828,-118.3235,820,
212017734,2021-12-02,2020-06-15,0800,20,Olympic,2036,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1803 0913 0601,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,668,3200    WILSHIRE                     BL,34.0618,-118.2923,,
200105111,2020-01-16,2020-01-16,0855,01,Central,0128,2,624,BATTERY - SIMPLE ASSAULT,0416 0419 0340 1822,38,F,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,100 S  SAN PEDRO                    ST,34.0504,-118.2409,,
200105113,2020-01-16,2020-01-16,1220,01,Central,0138,2,624,BATTERY - SIMPLE ASSAULT,1822 0416 0444,44,F,A,406,OTHER STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,400 E  4TH                          ST,34.0468,-118.2415,,
200105115,2020-01-16,2020-01-12,1000,01,Central,0174,1,480,BIKE - STOLEN,0344,33,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,480,700 S  SPRING                       ST,34.0445,-118.2523,,
200513373,2020-08-25,2020-08-11,0246,05,Harbor,0564,1,310,BURGLARY,0344 0321,0,X,X,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,310,200 W  6TH                          ST,33.7387,-118.2814,,
200105117,2020-01-16,2020-01-14,1720,01,Central,0156,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 1218 0344 2004,22,F,B,517,MISSIONS/SHELTERS,,,IC,Invest Cont,440,500 S  SAN PEDRO                    ST,34.0437,-118.2455,,
200105118,2020-01-16,2020-01-15,1630,01,Central,0148,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 1822 0394 0344,51,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,600 E  5TH                          ST,34.0438,-118.2416,,
200105120,2020-01-16,2020-01-14,1325,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,23,M,H,405,CLOTHING STORE,,,IC,Invest Cont,442,700 W  7TH                          ST,34.048,-118.2577,,
200105121,2020-01-16,2020-01-15,2100,01,Central,0119,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1218 1822 1202 0377 0910 0344 2034,71,F,W,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,440,800 N  ALAMEDA                      ST,34.0563,-118.2374,,
221806331,2022-02-15,2020-04-10,0815,18,Southeast,1802,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0377 0910,28,M,H,801,MTA BUS,,,IC,Invest Cont,440,200 W  MANCHESTER                   AV,33.9601,-118.2768,,
200105126,2020-01-16,2020-01-16,1900,01,Central,0176,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1218 0340 0444 0305 0429,59,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,8TH,34.0385,-118.2491,,SAN PEDRO
201817164,2020-09-13,2020-09-13,2025,18,Southeast,1822,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1310 0344 0354 0400 1814 2021,50,F,B,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,104TH                        ST,33.9419,-118.2784,,BROADWAY
201822146,2020-12-15,2020-12-14,1000,18,Southeast,1827,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0444 0416 0400 1813 1243,34,M,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,626,9800    BANDERA                      ST,33.9465,-118.2397,,
200105131,2020-01-16,2020-01-16,1640,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1420 1822 0325 2024,14,F,H,404,DEPARTMENT STORE,,,JA,Juv Arrest,442,700 W  7TH                          ST,34.048,-118.2577,,
200105132,2020-01-17,2020-01-17,0200,01,Central,0153,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,29,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,6TH,34.0463,-118.2515,,SPRING
200105133,2020-01-16,2020-01-16,1930,01,Central,0182,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 0329 1822 0377,33,M,W,108,PARKING LOT,,,IC,Invest Cont,330,1200 S  GRAND                        AV,34.0402,-118.2633,,
200105134,2020-01-16,2020-01-15,1500,01,Central,0145,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1822 0329,34,M,H,101,STREET,,,IC,Invest Cont,330,5TH,34.0461,-118.2476,,LOS ANGELES
200105135,2020-01-16,2020-01-16,1930,01,Central,0119,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,60,M,B,101,STREET,,,IC,Invest Cont,745,00    GATEWAY PLAZA                DR,34.0551,-118.2323,,
200105139,2020-01-16,2020-01-16,1900,01,Central,0111,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,0913,65,F,H,504,OTHER RESIDENCE,,,IC,Invest Cont,902,700 N  ALAMEDA                      ST,34.0615,-118.2412,,
200105140,2020-01-16,2020-01-16,2215,01,Central,0119,2,946,OTHER MISCELLANEOUS CRIME,0910 2052 2004,0,X,X,900,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,946,800 N  ALAMEDA                      ST,34.0563,-118.2374,,
200105142,2020-01-16,2020-01-16,1930,01,Central,0111,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822 1414 1202,60,M,H,121,YARD (RESIDENTIAL/BUSINESS),506,FIRE,IC,Invest Cont,745,800 N  BUNKER HILL                  AV,34.0637,-118.244,,
200105144,2020-01-17,2020-01-16,1900,01,Central,0138,1,480,BIKE - STOLEN,0344 1822 2032,69,M,W,108,PARKING LOT,,,IC,Invest Cont,480,200 S  SAN PEDRO                    ST,34.0493,-118.2418,,
200618244,2020-11-20,2020-11-19,2030,06,Hollywood,0643,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,1600 N  LA BREA                      AV,34.1007,-118.3494,,
200105148,2020-01-17,2020-01-15,1530,01,Central,0111,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202 1822 0377 2032,72,F,H,101,STREET,,,IC,Invest Cont,440,BROADWAY,34.0604,-118.2393,,CESAR E CHAVEZ
200118182,2020-09-18,2020-09-18,1800,01,Central,0139,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 0329 1822,23,F,W,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,2ND                          ST,34.0472,-118.2352,,HEWITT
211507896,2021-04-11,2020-11-07,0845,15,N Hollywood,1502,2,354,THEFT OF IDENTITY,0377,31,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,7800    BEEMAN                       AV,34.2124,-118.4092,,
200105151,2020-01-17,2020-01-10,1600,01,Central,0154,2,664,"BUNCO, PETTY THEFT",0344 0701 1822,26,F,B,503,HOTEL,,,AO,Adult Other,664,500 S  MAIN                         ST,34.0467,-118.2485,,
200105152,2020-01-17,2020-01-17,0910,01,Central,0119,2,625,OTHER ASSAULT,0356 2004 1266 0910 2052,35,M,H,900,MTA - RED LINE - UNION STATION,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625,800 N  ALAMEDA                      ST,34.0563,-118.2374,,
200105154,2020-01-17,2020-01-17,1145,01,Central,0154,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2004 1814 1813 0444,46,F,O,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,500 S  LOS ANGELES                  ST,34.046,-118.2493,,
200805831,2020-02-10,2020-01-30,0005,08,West LA,0831,2,354,THEFT OF IDENTITY,0100 0930 1822,57,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,500 S  BURLINGAME                   AV,34.0494,-118.4866,,
200105157,2020-01-13,2020-01-10,1515,01,Central,0176,1,330,BURGLARY FROM VEHICLE,1307 0344,39,F,W,101,STREET,,,IC,Invest Cont,330,E  8TH                          ST,34.0408,-118.2511,,SANTEE                       ST
200105158,2020-01-16,2020-01-16,1815,01,Central,0152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344,30,F,W,738,LIBRARY,,,IC,Invest Cont,440,600 W  5TH                          ST,34.0502,-118.254,,
200105159,2020-01-16,2020-01-16,1614,01,Central,0152,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,0,X,X,733,BAR/SPORTS BAR (OPEN DAY & NIGHT),,,IC,Invest Cont,440,600 S  GRAND                        AV,34.0488,-118.2553,,
200105164,2020-01-17,2020-01-17,1345,01,Central,0145,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0910,56,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,5TH                          ST,34.0471,-118.2474,,SAN PEDRO                    ST
200105166,2020-01-17,2020-01-17,0835,01,Central,0154,2,624,BATTERY - SIMPLE ASSAULT,0305 0416 1822,33,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,5TH                          ST,34.0474,-118.2496,,SPRING                       ST
200105176,2020-01-17,2020-01-17,1540,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,35,M,B,404,DEPARTMENT STORE,,,IC,Invest Cont,442,700 W  7TH                          ST,34.048,-118.2577,,
200105184,2020-01-17,2020-01-17,1430,01,Central,0182,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,28,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,400 W  OLYMPIC                      BL,34.0423,-118.2595,,
200105186,2020-01-17,2020-01-17,1400,01,Central,0153,2,624,BATTERY - SIMPLE ASSAULT,2004 0417 1822,31,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,500 S  BROADWAY,34.0481,-118.2507,,
200105187,2020-01-17,2020-01-17,1200,01,Central,0153,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0103 1822,55,M,H,406,OTHER STORE,,,IC,Invest Cont,442,500 S  BROADWAY,34.0481,-118.2507,,
200105188,2020-01-17,2020-01-14,0300,01,Central,0134,2,624,BATTERY - SIMPLE ASSAULT,1822 1501,59,M,W,401,MINI-MART,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,W  3RD                          ST,34.051,-118.248,,S  BROADWAY
200616504,2020-10-10,2020-10-09,2345,06,Hollywood,0647,1,210,ROBBERY,0344 0334 1100 1315 0430 1407 2004,29,F,B,707,GARAGE/CARPORT,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,5800 W  SUNSET                       BL,34.0998,-118.3211,998,
200105191,2020-01-18,2020-01-17,0205,01,Central,0152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 1822 1402 0334 1414 0445 1266 2003,33,M,H,108,PARKING LOT,207,OTHER KNIFE,AA,Adult Arrest,230,FLOWER                       ST,34.0494,-118.2581,998,6TH                          ST
200105192,2020-01-18,2020-01-17,0205,01,Central,0152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 1822 0334 1266 2003,30,M,O,108,PARKING LOT,207,OTHER KNIFE,AA,Adult Arrest,230,FLOWER                       ST,34.0494,-118.2581,,6TH                          ST
200105193,2020-01-18,2020-01-17,0205,01,Central,0152,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,46,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,740,6TH                          ST,34.0495,-118.2563,,HOPE                         ST
200105194,2020-01-18,2020-01-17,2200,01,Central,0171,1,210,ROBBERY,0344 0337 0400 1822 0319 0370 1309,20,M,W,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,210,900 S  FIGUEROA                     ST,34.0457,-118.2665,,
201821930,2020-12-10,2020-12-10,0001,18,Southeast,1802,1,121,"RAPE, FORCIBLE",1415 1402 2000 0913 1814 0527,18,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,8700 S  MAIN                         ST,33.959,-118.2739,998,
200317549,2020-09-19,2020-09-19,0630,03,Southwest,0398,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,4300 S  FIGUEROA                     ST,34.0051,-118.2827,,
200105200,2020-01-18,2020-01-17,2300,01,Central,0185,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,1000 S  BROADWAY,34.0409,-118.2574,,
200105201,2020-01-17,2020-01-17,0600,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0416 1218,40,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,600 S  SAN PEDRO                    ST,34.0421,-118.2469,,
200105202,2020-01-17,2020-01-17,2015,01,Central,0156,2,920,KIDNAPPING - GRAND ATTEMPT,0448 0400 1218 1822,46,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,920,5TH,34.0446,-118.245,,SAN JULIAN
200717189,2020-12-16,2020-12-13,1500,07,Wilshire,0765,1,330,BURGLARY FROM VEHICLE,1822 1300 0344 2019,43,F,B,102,SIDEWALK,,,IC,Invest Cont,330,PICO                         BL,34.0496,-118.3425,,COCHRAN
200105204,2020-01-17,2020-01-15,2222,01,Central,0162,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,27,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,800 S  FLOWER                       ST,34.0473,-118.2601,,
200105205,2020-01-18,2020-01-17,1900,01,Central,0162,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1822 0329,25,M,A,108,PARKING LOT,,,IC,Invest Cont,330,800 S  HILL                         ST,34.0462,-118.2585,,
200817626,2020-12-17,2020-12-16,1600,08,West LA,0855,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,1600 S  BENTLEY                      AV,34.0484,-118.4437,,
200204372,2020-01-09,2020-01-08,2230,02,Rampart,0221,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,300 N  VERMONT                      AV,34.0777,-118.2961,,
200105206,2020-01-17,2020-01-16,1930,01,Central,0135,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,41,M,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,740,100 W  2ND                          ST,34.051,-118.2445,,
200105207,2020-01-17,2020-01-17,0900,01,Central,0111,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,43,F,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,600    NEW HIGH                     ST,34.0583,-118.2395,,
200105208,2020-01-17,2020-01-17,0001,01,Central,0124,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,48,M,W,726,POLICE FACILITY,,,IC,Invest Cont,745,100 W  1ST                          ST,34.0522,-118.2434,,
200506170,2020-02-20,2020-02-20,2000,05,Harbor,0563,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 2000 0421 0422 0443 1813,33,F,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,930,600 W  12TH                         ST,33.7334,-118.2902,,
200105211,2020-01-18,2020-01-18,0250,01,Central,0182,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,30,M,W,102,SIDEWALK,,,IC,Invest Cont,440,S  GRAND                        AV,34.0416,-118.262,,W  OLYMPIC                      BL
200105212,2020-01-17,2020-01-14,2000,01,Central,0138,1,330,BURGLARY FROM VEHICLE,0344 1607,68,F,W,727,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,330,400 E  2ND                          ST,34.0477,-118.2393,,
200105214,2020-01-18,2020-01-18,0100,01,Central,0182,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000 1813 0319 0444,23,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,1200 S  OLIVE                        ST,34.0395,-118.2622,,
200105215,2020-01-18,2020-01-18,0130,01,Central,0152,1,350,"THEFT, PERSON",0344 0910 2048 2024 1822,53,M,W,903,MTA - RED LINE - 7TH AND METRO CENTER,,,IC,Invest Cont,350,600 S  FIGUEROA                     ST,34.0509,-118.2585,,
200101159,2020-12-12,2020-12-12,0010,01,Central,0162,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0447 0401 0913 2002 1206 1414,29,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,800 S  HILL                         ST,34.0462,-118.2585,,
200105218,2020-01-18,2020-01-17,1230,01,Central,0195,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 0329 1822,23,F,B,101,STREET,,,IC,Invest Cont,330,18TH                         ST,34.0328,-118.2647,,MAIN                         ST
200105219,2020-01-18,2020-01-18,0255,01,Central,0158,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 1100 0430 1822 1218 1414 1407,38,M,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,230,800 E  6TH                          ST,34.0408,-118.2428,998,
200105221,2020-01-18,2020-01-18,0130,01,Central,0185,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344 1218 1822,48,M,B,102,SIDEWALK,,,IC,Invest Cont,440,12TH                         ST,34.0363,-118.2573,,SANTEE                       ST
200105224,2020-01-18,2020-01-17,1900,01,Central,0162,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,800 S  HILL                         ST,34.0462,-118.2585,,
200105225,2020-01-18,2020-01-14,1700,01,Central,0182,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 0329 1822,34,F,B,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,1000 S  GRAND                        AV,34.043,-118.2606,,
200105226,2020-01-18,2020-01-16,2100,01,Central,0152,1,220,ATTEMPTED ROBBERY,0337 0334 0416 0913 1202 1019 1309,69,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,S  5TH,34.0502,-118.254,,GRAND
200105227,2020-01-18,2020-01-17,2115,01,Central,0185,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,23,M,A,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,11TH,34.0378,-118.2561,,SANTEE
200105228,2020-01-18,2020-01-17,2200,01,Central,0185,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 0329 1822,30,F,H,101,STREET,,,IC,Invest Cont,330,11TH,34.0378,-118.2561,,SANTEE
200105232,2020-01-18,2020-01-18,0840,01,Central,0151,2,860,BATTERY WITH SEXUAL CONTACT,0305 1601 0522 1822 0910,31,F,H,744,HIGH-RISE BUILDING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,7TH,34.0499,-118.2614,,FIGUEROA
210409743,2021-06-14,2020-03-14,1036,04,Hollenbeck,0443,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,45,M,I,701,HOSPITAL,,,AO,Adult Other,956,1400 E  LAKE                         AV,34.0609,-118.2052,,
200105235,2020-01-18,2020-01-18,0725,01,Central,0111,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2004 2000 1814 0913 0444 0416 0408 0401 1414,22,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,500 N  FIGUEROA                     ST,34.0617,-118.2469,,
200105237,2020-01-18,2020-01-17,0930,01,Central,0122,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0421,38,F,H,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",511,VERBAL THREAT,IC,Invest Cont,930,100 N  HILL                         ST,34.0572,-118.2481,,
200105238,2020-01-18,2020-01-17,1820,01,Central,0141,1,761,BRANDISH WEAPON,0919 0345 0329 1307 0334 1822,28,M,W,101,STREET,207,OTHER KNIFE,IC,Invest Cont,761,4TH,34.0538,-118.256,,FIGUEROA
200105240,2020-01-18,2020-01-16,1900,01,Central,0139,1,330,BURGLARY FROM VEHICLE,0344 0329 1612 1822 1202,61,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,300 S  SANTA FE                     AV,34.046,-118.2326,,
200105241,2020-01-18,2020-01-18,0200,01,Central,0162,1,330,BURGLARY FROM VEHICLE,1307 0344 0329 1609 1822,23,M,W,101,STREET,,,IC,Invest Cont,330,9TH,34.0458,-118.2614,,FLOWER
201106089,2020-02-16,2020-02-16,0915,11,Northeast,1107,2,624,BATTERY - SIMPLE ASSAULT,0555 0400 0416 0419 0913,24,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,6000    CRESTWOOD                    WY,34.1307,-118.1907,,
200105244,2020-01-18,2020-01-16,1700,01,Central,0111,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,800 N  BROADWAY,34.0623,-118.2383,,
222013040,2022-08-06,2020-06-04,1620,20,Olympic,2054,2,354,THEFT OF IDENTITY,1822 0922,60,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,3300    SAN MARINO                   ST,34.0545,-118.3031,,
200215063,2020-09-16,2020-09-15,1800,02,Rampart,0204,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,1000    HYPERION                     AV,34.09,-118.2807,,
211715638,2021-12-01,2020-12-09,1200,17,Devonshire,1718,2,354,THEFT OF IDENTITY,1822 0923,56,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,15600    SIMONDS                      ST,34.2762,-118.4716,,
200105247,2020-01-17,2020-01-17,0835,01,Central,0124,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443,46,F,O,101,STREET,511,VERBAL THREAT,IC,Invest Cont,930,CAESAR CHAVEZ,34.0525,-118.2432,,SPRING                       ST
200105249,2020-01-18,2020-01-18,0100,01,Central,0124,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,53,M,W,101,STREET,,,IC,Invest Cont,420,TEMPLE                       ST,34.0549,-118.2426,,SPRING                       ST
221804943,2022-01-21,2020-07-01,1335,18,Southeast,1822,2,354,THEFT OF IDENTITY,1822 0930,26,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,100 W  COLDEN                       AV,33.9492,-118.2739,,
200105255,2020-01-18,2020-01-18,1530,01,Central,0163,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0104 0344 1309 1822,21,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,343,700 S  BROADWAY,34.0452,-118.2534,,
200105259,2020-01-18,2020-01-18,2350,01,Central,0118,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 2000 1814 0444 1402 0907 0913 0906,21,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,00 E  BLOOM                        ST,34.0648,-118.2303,998,
200118281,2020-09-20,2020-09-20,2130,01,Central,0164,2,624,BATTERY - SIMPLE ASSAULT,0444 0429 0417 1822 1202 1218,50,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,600 S  SPRING                       ST,34.0445,-118.2523,,
200812577,2020-07-29,2020-07-29,2010,08,West LA,0803,2,624,BATTERY - SIMPLE ASSAULT,0444 0603,71,M,A,119,"PORCH, RESIDENTIAL",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,2500    BANYAN                       DR,34.0814,-118.5073,,
200105262,2020-01-19,2020-01-19,0001,01,Central,0152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1234 0416 0429 1822 1414,24,M,H,207,BAR/COCKTAIL/NIGHTCLUB,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,600 W  6TH                          ST,34.0488,-118.2553,,
200105263,2020-01-19,2020-01-18,1900,01,Central,0163,1,310,BURGLARY,0344 1822 1606,36,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,700 S  BROADWAY,34.0452,-118.2534,,
