,dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,location,lat,lon,weapon_used_cd,weapon_desc,cross_street,crm_cd_2,crm_cd_3,crm_cd_4
3731,230110932,2023-04-20T00:00:00.000,2023-04-19T00:00:00.000,0515,01,Central,0156,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1822 1202,67,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,930,500    WALL                         ST,34.0449,-118.2458,511,VERBAL THREAT,,,,
3732,230407579,2023-04-20T00:00:00.000,2023-04-20T00:00:00.000,0005,04,Hollenbeck,0464,2,624,BATTERY - SIMPLE ASSAULT,0400 0358 0444 0913,77,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,100 S  SOTO                         ST,34.0445,-118.2116,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3733,231210521,2023-04-20T00:00:00.000,2023-04-20T00:00:00.000,2115,12,77th Street,1268,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0216 0344 0346 1822,32,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440,100 E  82ND                         PL,33.9645,-118.2739,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3734,230110930,2023-04-20T00:00:00.000,2023-04-19T00:00:00.000,1800,01,Central,0142,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,28,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,341,400 W  5TH                          ST,34.0519,-118.2531,,,,,,
3735,231908272,2023-04-20T00:00:00.000,2023-04-20T00:00:00.000,0035,19,Mission,1966,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1814 2000,26,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,740,14300    NORDHOFF                     ST,34.2386,-118.4464,,,,,,
3736,230708676,2023-04-20T00:00:00.000,2023-04-17T00:00:00.000,0400,07,Wilshire,0717,1,330,BURGLARY FROM VEHICLE,0344 1822 0386 0358,34,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,330,300 N  CITRUS                       AV,34.0762,-118.3397,,,,,,
3737,230309665,2023-04-20T00:00:00.000,2023-04-19T00:00:00.000,0900,03,Southwest,0315,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,GRAMERCY                     PL,34.034,-118.3133,,,WEST ADAMS                   BL,,,
3738,230608831,2023-04-20T00:00:00.000,2023-04-18T00:00:00.000,1430,06,Hollywood,0645,1,352,PICKPOCKET,1822 0344,29,F,W,101,STREET,IC,Invest Cont,352,7000    HOLLYWOOD                    BL,34.1015,-118.3417,,,,,,
3739,230507979,2023-04-20T00:00:00.000,2023-02-20T00:00:00.000,1200,05,Harbor,0531,2,354,THEFT OF IDENTITY,1822 0930,57,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354,26100    FRAMPTON                     AV,33.7866,-118.3044,,,,,,
3740,231408845,2023-04-20T00:00:00.000,2023-04-19T00:00:00.000,1314,14,Pacific,1466,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,27,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,930,6700 S  SEPULVEDA                    BL,33.975,-118.4002,511,VERBAL THREAT,,,,
3741,231607498,2023-04-20T00:00:00.000,2023-04-20T00:00:00.000,1540,16,Foothill,1622,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,10800    SAN FERNANDO                 RD,34.2661,-118.4221,,,,,,
3742,231210523,2023-04-20T00:00:00.000,2023-04-20T00:00:00.000,0600,12,77th Street,1232,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,23,M,H,101,STREET,IC,Invest Cont,745,3500 W  SLAUSON                      AV,33.989,-118.3333,,,,,,
3743,230700664,2023-04-20T00:00:00.000,2023-04-20T00:00:00.000,1930,07,Wilshire,0726,1,210,ROBBERY,0421 0325 1402 2004,0,X,X,203,OTHER BUSINESS,AA,Adult Arrest,210,200 S  LA BREA                      AV,34.0726,-118.3463,200,KNIFE WITH BLADE 6INCHES OR LESS,,998,,
3744,231508669,2023-04-20T00:00:00.000,2023-04-20T00:00:00.000,1255,15,N Hollywood,1522,2,624,BATTERY - SIMPLE ASSAULT,1824 0444 0416,11,M,O,723,PRIVATE SCHOOL/PRESCHOOL,IC,Invest Cont,624,6400    COLDWATER CANYON             AV,34.1936,-118.4166,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3745,232108137,2023-04-20T00:00:00.000,2023-04-20T00:00:00.000,1920,21,Topanga,2136,2,900,VIOLATION OF COURT ORDER,2004 2038 0906,53,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,900,7500    ALABAMA                      AV,34.2065,-118.599,,,,,,
3746,230407588,2023-04-20T00:00:00.000,2023-04-17T00:00:00.000,1630,04,Hollenbeck,0473,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,44,F,H,203,OTHER BUSINESS,IC,Invest Cont,440,400 S  SOTO                         ST,34.0376,-118.2166,,,,,,
3747,231309462,2023-04-20T00:00:00.000,2023-04-20T00:00:00.000,0900,13,Newton,1343,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,900 E  JEFFERSON                    BL,34.0136,-118.2611,,,,,,
3748,230908448,2023-04-21T00:00:00.000,2020-03-07T00:00:00.000,1435,09,Van Nuys,0926,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0329,53,M,W,111,BUS-CHARTER/PRIVATE,IC,Invest Cont,440,6600    VAN NUYS                     BL,34.1903,-118.4399,,,,,,
3749,231408873,2023-04-21T00:00:00.000,2021-06-01T00:00:00.000,0001,14,Pacific,1474,2,860,BATTERY WITH SEXUAL CONTACT,0522,19,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,860,00    LMU                          DR,33.9655,-118.4247,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3750,231508671,2023-04-21T00:00:00.000,2021-07-28T00:00:00.000,1420,15,N Hollywood,1591,2,354,THEFT OF IDENTITY,1501 1822,57,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,11600    DUQUE                        DR,34.1287,-118.3878,,,,,,
3751,231210543,2023-04-21T00:00:00.000,2021-09-28T00:00:00.000,1600,12,77th Street,1259,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,IC,Invest Cont,510,800 E  75TH                         ST,33.9721,-118.2608,,,,,,
3752,232108275,2023-04-21T00:00:00.000,2021-05-10T00:00:00.000,1000,21,Topanga,2103,2,354,THEFT OF IDENTITY,1822,41,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,22100    LONDELIUS                    ST,34.229,-118.6084,,,,,,
3753,231708478,2023-04-21T00:00:00.000,2022-12-09T00:00:00.000,0950,17,Devonshire,1723,2,354,THEFT OF IDENTITY,1822,62,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,20600    TRIBUNE                      ST,34.2663,-118.5815,,,,,,
3754,230808472,2023-04-21T00:00:00.000,2022-11-01T00:00:00.000,1855,08,West LA,0884,1,310,BURGLARY,1601 0344 1822,50,F,A,221,PUBLIC STORAGE,IC,Invest Cont,310,11200 W  PICO                         BL,34.0362,-118.4367,,,,,,
3755,230508000,2023-04-21T00:00:00.000,2023-04-20T00:00:00.000,1800,05,Harbor,0528,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,SANFORD,33.7874,-118.2508,,,L,,,
3756,230309712,2023-04-21T00:00:00.000,2022-04-21T00:00:00.000,1155,03,Southwest,0395,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 1822,21,X,X,403,DRUG STORE,IC,Invest Cont,442,4000 S  WESTERN                      AV,34.0109,-118.3089,,,,,,
3757,232108387,2023-04-21T00:00:00.000,2022-12-21T00:00:00.000,1255,21,Topanga,2111,2,354,THEFT OF IDENTITY,0930,40,F,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,7800    COWPER                       AV,34.2119,-118.6481,,,,,,
3758,230808451,2023-04-21T00:00:00.000,2023-04-20T00:00:00.000,0115,08,West LA,0849,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,1200 S  BEDFORD                      ST,34.0554,-118.3805,,,,,,
3759,230808475,2023-04-21T00:00:00.000,2023-04-21T00:00:00.000,1445,08,West LA,0859,1,220,ATTEMPTED ROBBERY,0334 0449 1309 0302 1822,41,M,W,203,OTHER BUSINESS,IC,Invest Cont,220,1500    LA CIENEGA                   BL,34.0495,-118.3805,102,HAND GUN,,,,
3760,230908482,2023-04-21T00:00:00.000,2023-04-21T00:00:00.000,1800,09,Van Nuys,0964,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344,36,F,W,404,DEPARTMENT STORE,IC,Invest Cont,440,14000    RIVERSIDE                    DR,34.1576,-118.4387,,,,,,
3761,231708542,2023-04-21T00:00:00.000,2022-12-21T00:00:00.000,1618,17,Devonshire,1712,2,662,"BUNCO, GRAND THEFT",1202 0701,79,F,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,662,19600    PINE VALLEY                  AV,34.2831,-118.5613,,,,,,
3762,232008836,2023-04-21T00:00:00.000,2022-07-19T00:00:00.000,2000,20,Olympic,2026,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",2024 0913 0527 1259,16,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,810,400 S  KENMORE                      AV,34.0672,-118.2966,,,,,,
3763,230507999,2023-04-21T00:00:00.000,2023-04-12T00:00:00.000,1700,05,Harbor,0581,2,901,VIOLATION OF RESTRAINING ORDER,2038 0913,64,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,901,1800    PESCADORES                   AV,33.727,-118.3145,,,,,,
3764,232008723,2023-04-21T00:00:00.000,2022-04-01T00:00:00.000,1200,20,Olympic,2074,1,820,ORAL COPULATION,1259 0512 0913 1814,16,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,820,VENICE,34.0436,-118.3043,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",VENICE,,,
3765,232108386,2023-04-21T00:00:00.000,2022-12-21T00:00:00.000,1110,21,Topanga,2173,2,354,THEFT OF IDENTITY,0377,0,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,23100    MARIANO                      ST,34.1683,-118.6299,,,,,,
3766,231508694,2023-04-21T00:00:00.000,2022-01-09T00:00:00.000,1230,15,N Hollywood,1538,2,354,THEFT OF IDENTITY,1501 1822,41,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354,11200    EMELITA                      ST,34.1767,-118.3747,,,,,,
3767,232108389,2023-04-21T00:00:00.000,2022-11-06T00:00:00.000,0855,21,Topanga,2146,2,354,THEFT OF IDENTITY,0377,23,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,21400    VANOWEN                      ST,34.1974,-118.5994,,,,,,
3768,230708697,2023-04-21T00:00:00.000,2023-04-21T00:00:00.000,0415,07,Wilshire,0717,1,320,"BURGLARY, ATTEMPTED",1609 0418,0,X,X,203,OTHER BUSINESS,IC,Invest Cont,320,300 N  LA BREA                      AV,34.0762,-118.344,311,HAMMER,,,,
3769,230808551,2023-04-21T00:00:00.000,2022-02-12T00:00:00.000,0005,08,West LA,0884,2,354,THEFT OF IDENTITY,1822,34,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,2300    WESTWOOD                     BL,34.0424,-118.4305,,,,,,
3770,232108388,2023-04-21T00:00:00.000,2022-02-07T00:00:00.000,0225,21,Topanga,2132,2,354,THEFT OF IDENTITY,0928,67,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,23700    GERRAD                       WY,34.2042,-118.6426,,,,,,
3771,232108183,2023-04-21T00:00:00.000,2022-11-14T00:00:00.000,1545,21,Topanga,2158,2,888,TRESPASSING,,41,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,888,6300    DE SOTO                      AV,34.1844,-118.5888,,,,,,
3772,232008573,2023-04-21T00:00:00.000,2022-08-25T00:00:00.000,1630,20,Olympic,2013,2,662,"BUNCO, GRAND THEFT",0344 0701 0800 0913,0,X,X,719,MEDICAL/DENTAL OFFICES,IC,Invest Cont,662,200 S  OXFORD                       AV,34.0711,-118.3079,,,,,,
3773,231210557,2023-04-21T00:00:00.000,2022-07-19T00:00:00.000,0001,12,77th Street,1265,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0913 0527 1913,16,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,810,MANCHESTER,33.96,-118.3003,,,NORMANDIE,,,
3774,231309514,2023-04-21T00:00:00.000,2022-04-21T00:00:00.000,0730,13,Newton,1331,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,ADAMS,34.0249,-118.2686,,,MAIN                         ST,,,
3775,231607535,2023-04-21T00:00:00.000,2022-03-01T00:00:00.000,0100,16,Foothill,1622,1,121,"RAPE, FORCIBLE",1259 2024 1814 0500 0913,15,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,121,13500    JUDD                         ST,34.2661,-118.4274,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3776,232008584,2023-04-21T00:00:00.000,2022-06-01T00:00:00.000,0001,20,Olympic,2016,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0319 0421 0443 0432,52,M,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,930,100 S  ALEXANDRIA                   AV,34.0728,-118.2984,511,VERBAL THREAT,,,,
3777,232108155,2023-04-21T00:00:00.000,2022-11-06T00:00:00.000,1500,21,Topanga,2162,2,354,THEFT OF IDENTITY,0930 1822,38,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,5700    MANTON                       AV,34.1737,-118.6408,,,,,,
3778,230111061,2023-04-21T00:00:00.000,2022-08-17T00:00:00.000,1900,01,Central,0171,1,330,BURGLARY FROM VEHICLE,0344 1307,30,F,H,503,HOTEL,IC,Invest Cont,330,900 S  FIGUEROA                     ST,34.0457,-118.2665,,,,,,
3779,231008266,2023-04-21T00:00:00.000,2023-01-26T00:00:00.000,1126,10,West Valley,1015,2,900,VIOLATION OF COURT ORDER,2038 0913 1814,29,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,900,7500    NESTLE                       AV,34.2066,-118.5306,,,,,,
3780,231908304,2023-04-21T00:00:00.000,2023-04-19T00:00:00.000,0001,19,Mission,1971,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,25,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,740,8900    ORION                        AV,34.2319,-118.472,,,,,,
3781,230908539,2023-04-21T00:00:00.000,2023-04-20T00:00:00.000,1700,09,Van Nuys,0974,2,888,TRESPASSING,2004,0,X,X,406,OTHER STORE,AA,Adult Arrest,888,4500    VAN NUYS                     BL,34.1531,-118.4487,,,,,,
3782,231210544,2023-04-21T00:00:00.000,2023-04-21T00:00:00.000,1150,12,77th Street,1207,1,210,ROBBERY,1240 1822 0334 0308 0330 0916,41,F,H,101,STREET,IC,Invest Cont,210,4900 S  VERMONT                      AV,33.9987,-118.2915,207,OTHER KNIFE,,,,
3783,230309699,2023-04-21T00:00:00.000,2023-04-20T00:00:00.000,2300,03,Southwest,0326,2,624,BATTERY - SIMPLE ASSAULT,0319 0448 0419 1822 0400,29,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,624,2700 S  NORMANDIE                    AV,34.0309,-118.3002,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3784,230708756,2023-04-21T00:00:00.000,2023-04-21T00:00:00.000,1715,07,Wilshire,0721,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,404,DEPARTMENT STORE,IC,Invest Cont,442,GILMORE                      LN,34.0735,-118.3828,,,3RD                          ST,,,
3785,232108249,2023-04-21T00:00:00.000,2023-04-04T00:00:00.000,1805,21,Topanga,2103,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,M,W,243,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",IC,Invest Cont,442,8300    TOPANGA CANYON               BL,34.2259,-118.6126,,,,,,
3786,232108167,2023-04-21T00:00:00.000,2023-04-19T00:00:00.000,1200,21,Topanga,2156,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1258 0533,12,F,H,709,PUBLIC RESTROOM(INDOORS-INSIDE),IC,Invest Cont,810,6600    TOPANGA CANYON               BL,34.1904,-118.6059,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,812,,
3787,230309696,2023-04-21T00:00:00.000,2023-04-14T00:00:00.000,1150,03,Southwest,0362,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,36,M,B,710,OTHER PREMISE,IC,Invest Cont,341,4500    SANTA ROSALIA                DR,34.015,-118.3472,,,,,,
3788,230111000,2023-04-21T00:00:00.000,2023-04-09T00:00:00.000,0300,01,Central,0174,1,480,BIKE - STOLEN,0344 0397,34,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,480,700 S  SPRING                       ST,34.0445,-118.2523,,,,,,
3789,231809334,2023-04-21T00:00:00.000,2023-04-21T00:00:00.000,2130,18,Southeast,1806,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,IC,Invest Cont,420,AVALON                       BL,33.9529,-118.2652,,,92ND                         ST,,,
3790,230407626,2023-04-21T00:00:00.000,2023-04-21T00:00:00.000,1100,04,Hollenbeck,0416,2,900,VIOLATION OF COURT ORDER,2038,42,F,H,102,SIDEWALK,IC,Invest Cont,900,2700    LINCOLN PARK                 AV,34.0812,-118.2032,,,,,,
3791,230309687,2023-04-21T00:00:00.000,2023-04-21T00:00:00.000,0019,03,Southwest,0328,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0342 0329 1822,22,M,W,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,IC,Invest Cont,745,600 W  28TH                         ST,34.0261,-118.2774,,,,,,
3792,231607513,2023-04-21T00:00:00.000,2023-04-20T00:00:00.000,1800,16,Foothill,1642,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,13000    GOLETA                       ST,34.2536,-118.4194,,,,,,
3793,230608919,2023-04-21T00:00:00.000,2023-04-19T00:00:00.000,1630,06,Hollywood,0663,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 1501,24,F,W,203,OTHER BUSINESS,IC,Invest Cont,440,1100 N  HIGHLAND                     AV,34.0907,-118.3386,,,,,,
3794,230110990,2023-04-21T00:00:00.000,2023-04-21T00:00:00.000,1050,01,Central,0195,1,210,ROBBERY,0344 0917 2004 1822 0906,50,M,H,101,STREET,IC,Invest Cont,210,1800 S  MAIN                         ST,34.0316,-118.2641,113,SIMULATED GUN,,,,
3795,232108174,2023-04-21T00:00:00.000,2023-04-21T00:00:00.000,0830,21,Topanga,2169,2,624,BATTERY - SIMPLE ASSAULT,0416,32,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,5900    JUMILLA                      AV,34.1776,-118.564,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3796,231508712,2023-04-21T00:00:00.000,2023-01-17T00:00:00.000,1200,15,N Hollywood,1504,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0401,20,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,626,7300    HINDS                        AV,34.203,-118.391,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3797,231508641,2023-04-21T00:00:00.000,2023-04-21T00:00:00.000,0110,15,N Hollywood,1506,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2002,33,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,626,7200    BAKMAN                       AV,34.2012,-118.3779,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3798,231809300,2023-04-21T00:00:00.000,2023-04-21T00:00:00.000,0155,18,Southeast,1838,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,10300    ANZAC                        AV,33.9431,-118.2379,,,,,,
3799,230908450,2023-04-21T00:00:00.000,2023-04-20T00:00:00.000,1910,09,Van Nuys,0964,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606 1300 1420,48,F,W,108,PARKING LOT,IC,Invest Cont,420,14000    RIVERSIDE                    DR,34.1576,-118.4387,,,,,,
3800,231000640,2023-04-21T00:00:00.000,2023-04-21T00:00:00.000,1600,10,West Valley,1028,2,623,BATTERY POLICE (SIMPLE),0400 0401 1212,0,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,623,7000    FORBES                       AV,34.1975,-118.4989,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3801,232108170,2023-04-21T00:00:00.000,2023-04-21T00:00:00.000,1755,21,Topanga,2185,2,624,BATTERY - SIMPLE ASSAULT,0416 0913,48,M,O,203,OTHER BUSINESS,IC,Invest Cont,624,22100    VENTURA                      BL,34.1686,-118.6086,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3802,231210519,2023-04-21T00:00:00.000,2023-04-21T00:00:00.000,0045,12,77th Street,1219,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0411 1218,18,M,H,101,STREET,IC,Invest Cont,230,54TH                         ST,33.9933,-118.2827,205,KITCHEN KNIFE,FIGUEROA                     ST,,,
3803,230908455,2023-04-21T00:00:00.000,2023-04-21T00:00:00.000,1230,09,Van Nuys,0941,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0352,0,M,X,404,DEPARTMENT STORE,AA,Adult Arrest,442,5700 N  SEPULVEDA                    BL,34.174,-118.4661,,,,,,
3804,230808587,2023-04-21T00:00:00.000,2023-04-20T00:00:00.000,1906,08,West LA,0882,1,330,BURGLARY FROM VEHICLE,0344 1302 1307 0358 1609 0352 1221,20,M,W,104,DRIVEWAY,IC,Invest Cont,330,11300 W  OLYMPIC                      BL,34.0382,-118.4412,,,,,,
3805,231809337,2023-04-21T00:00:00.000,2023-04-21T00:00:00.000,1945,18,Southeast,1844,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1822 1100 1407,0,X,X,101,STREET,IC,Invest Cont,753,300 E  109TH                        ST,33.9374,-118.2695,109,SEMI-AUTOMATIC PISTOL,,998,,
3806,230900775,2023-04-21T00:00:00.000,2023-04-20T00:00:00.000,0920,09,Van Nuys,0969,1,310,BURGLARY,0344 0321,51,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,5300    LEGHORN                      AV,34.1667,-118.416,,,,,,
3807,230708721,2023-04-21T00:00:00.000,2023-04-16T00:00:00.000,1951,07,Wilshire,0787,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 1822,54,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,956,2200    CRENSHAW                     BL,34.0375,-118.335,,,,,,
3808,230608843,2023-04-21T00:00:00.000,2023-04-20T00:00:00.000,2200,06,Hollywood,0643,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1300 0329 0385,29,F,B,101,STREET,IC,Invest Cont,331,HAWTHORN,34.0998,-118.3456,,,DETROIT,,,
3809,231408959,2023-04-21T00:00:00.000,2023-04-08T00:00:00.000,0624,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,54,F,W,212,TRANSPORTATION FACILITY (AIRPORT),IC,Invest Cont,440,600    WORLD                        WY,33.9429,-118.403,,,,,,
3810,232008523,2023-04-21T00:00:00.000,2023-04-21T00:00:00.000,0400,20,Olympic,2039,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0446 0913 1206 1241 1821 2000 2002,47,F,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,626,2800    SUNSET                       PL,34.0608,-118.2842,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3811,230407605,2023-04-21T00:00:00.000,2023-04-21T00:00:00.000,1030,04,Hollenbeck,0477,2,624,BATTERY - SIMPLE ASSAULT,1251 1258 0400 0419,11,M,H,720,JUNIOR HIGH SCHOOL,IC,Invest Cont,624,2400    WHITTIER                     BL,34.0344,-118.2157,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3812,231500696,2023-04-21T00:00:00.000,2023-04-21T00:00:00.000,0630,15,N Hollywood,1555,1,310,BURGLARY,1609 2004,0,X,X,203,OTHER BUSINESS,IC,Invest Cont,310,4700    LANKERSHIM                   BL,34.1589,-118.3742,,,,,,
3813,232108250,2023-04-21T00:00:00.000,2023-04-16T00:00:00.000,1145,21,Topanga,2189,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,M,W,404,DEPARTMENT STORE,IC,Invest Cont,442,20800    VENTURA                      BL,34.1665,-118.5859,,,,,,
3814,230209368,2023-04-21T00:00:00.000,2023-04-21T00:00:00.000,1500,02,Rampart,0279,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0334 0445 1822,19,M,H,101,STREET,AA,Adult Arrest,230,11TH                         ST,34.0464,-118.2721,304,CLUB/BAT,ALBANY,998,,
3815,231008263,2023-04-21T00:00:00.000,2023-04-21T00:00:00.000,1000,10,West Valley,1035,1,761,BRANDISH WEAPON,0334 1822,53,M,H,101,STREET,IC,Invest Cont,761,18400    KITTRIDGE                    ST,34.1902,-118.5335,219,SCREWDRIVER,,,,
3816,230908422,2023-04-21T00:00:00.000,2023-04-20T00:00:00.000,2230,09,Van Nuys,0971,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,IC,Invest Cont,510,4700 N  SEPULVEDA                    BL,34.156,-118.4659,,,,,,
3817,231309541,2023-04-21T00:00:00.000,2023-04-21T00:00:00.000,1615,13,Newton,1351,2,624,BATTERY - SIMPLE ASSAULT,0408 0913,44,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,624,200 W  41ST                         ST,34.0091,-118.2762,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,,
3818,230608740,2023-04-21T00:00:00.000,2023-04-21T00:00:00.000,1040,06,Hollywood,0622,1,310,BURGLARY,1822 0344 1601 1609 0321 0352 0206,46,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,2000 N  CURSON                       AV,34.108,-118.3555,500,UNKNOWN WEAPON/OTHER WEAPON,,,,
